PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH CITY,BIRTH STATE,BIRTH COUNTRY,PLAY DEBUT,PLAY LASTGAME,MGR DEBUT,MGR LASTGAME,COACH DEBUT,COACH LASTGAME,UMP DEBUT,UMP LASTGAME,DEATHDATE,DEATH CITY,DEATH STATE,DEATH COUNTRY,BATS,THROWS,HEIGHT,WEIGHT,CEMETERY,CEME CITY,CEME STATE,CEME COUNTRY,CEME NOTE,BIRTH NAME,NAME CHG,BAT CHG,HOF
morrj004,Morris,"James Samuel","Jim","01/19/1964","Brownwood","Texas","USA","09/18/1999","05/09/2000",,,,,,,,,,,L,L,"6-03",215,,,,,,,,,NOT
morrj101,Morrison,"Jonathan W.","Jon","1859","London","Ontario","Canada","08/01/1884","05/02/1887",,,,,,,,,,,L,,"5-09.5",167,,,,,,,,,NOT
morrj102,Morrissey,"Joseph Anselm","Jo-Jo","01/16/1904","Warren","Rhode Island","USA","04/12/1932","09/23/1936",,,,,,,"05/02/1950","Worcester","Massachusetts","USA",R,R,"6-01.5",178,"St. John Cemetery","Worcester","Massachusetts","USA",,,,,NOT
morrj103,Morrissey,"John J.","John","12/30/1856","Janesville","Wisconsin","USA","05/02/1881","05/14/1881",,,,,,,"04/29/1884","Janesville","Wisconsin","USA",,,,,"Mount Olivet Cemetery","Janesville","Wisconsin","USA",,,,,NOT
morrj104,Morrissey,"John Albert","Jack","05/02/1876","Lansing","Michigan","USA","09/18/1902","07/06/1903",,,,,,,"10/30/1936","Lansing","Michigan","USA",B,R,"5-10",160,"Mount Hope Cemetery","Lansing","Michigan","USA",,,,,NOT
morrj105,Morrison,"John Dewey","Johnny","10/22/1895","Pellville","Kentucky","USA","09/28/1920","06/19/1930",,,,,,,"03/20/1966","Louisville","Kentucky","USA",R,R,"5-11",188,"Rosehill Cemetery","Owensboro","Kentucky","USA",,,,,NOT
morrj106,Morris,"John Wallace","John","08/23/1941","Lewes","Delaware","USA","07/19/1966","10/02/1974",,,,,,,,,,,R,L,"6-02",195,,,,,,,,,NOT
morrj107,Morrill,"John Francis","John","02/19/1855","Boston","Massachusetts","USA","04/24/1876","07/08/1890","05/01/1882","07/04/1889",,,"06/02/1891","06/27/1896","04/02/1932","Brookline","Massachusetts","USA",R,R,"5-10.5",155,"Holyhood Cemetery","Brookline","Massachusetts","USA",,,,,NOT
morrl001,Morrison,"Justis Logan","Logan","08/25/1987","Kansas City","Missouri","USA","07/27/2010","08/09/2020",,,,,,,,,,,L,L,"6-03",235,,,,,,,,,NOT
morrm001,Morris,"Matthew Christian","Matt","08/09/1974","Middletown","New York","USA","04/04/1997","04/26/2008",,,,,,,,,,,R,R,"6-05",210,,,,,,,,,NOT
morrm101,Morrison,"Michael","Mike","02/06/1867","Erie","Pennsylvania","USA","04/19/1887","09/21/1890",,,,,,,"06/16/1955","Erie","Pennsylvania","USA",R,R,"5-08.5",156,"Trinity Cemetery","Erie","Pennsylvania","USA","Section M, Lot 85, Grave 5",,,,NOT
morrp101,Morrison,"Philip Melvin","Phil","10/18/1894","Rockport","Indiana","USA","09/30/1921","09/30/1921",,,,,,,"01/18/1955","Lexington","Kentucky","USA",B,R,"6-02",190,"Rosehill Cemetery","Owensboro","Kentucky","USA",,,,,NOT
morrp102,Morris,"Peter R.","Pete","01/01/1854","Rhuddlan",,"Wales","05/14/1884","05/14/1884",,,,,,,"12/09/1884","Columbus","Wisconsin","USA",,,,,"Welsh Methodist Cemetery","Ixonia","Wisconsin","USA",,,,,NOT
morrt101,Morrissey,"Thomas J.","Tom","05/  /1860","Janesville","Wisconsin","USA","07/12/1882","10/12/1884",,,,,,,"09/23/1941","Janesville","Wisconsin","USA",,,"5-11",180,"Mount Olivet Cemetery","Janesville","Wisconsin","USA",,,,,NOT
morrt102,Morrison,"Thomas J.","Tom","08/15/1869","St. Louis","Missouri","USA","09/18/1895","05/10/1896",,,,,,,"03/27/1902","St. Louis","Missouri","USA",,,"5-03",145,"Calvary Cemetery","St. Louis","Missouri","USA",,,,,NOT
morrw001,Morris,"Warren Randall","Warren","01/11/1974","Alexandria","Louisiana","USA","04/05/1999","09/28/2003",,,,,,,,,,,L,R,"5-11",190,,,,,,,,,NOT
morrw101,Morris,"John Walter","Walter","01/31/1880","Rockwall","Texas","USA","08/30/1908","09/26/1908",,,,,,,"08/02/1961","Dallas","Texas","USA",R,R,"5-11",,"Restland Memorial Park","Dallas","Texas","USA",,,,,NOT
morsb101,Morse,"Newell Obediah","Bud","09/04/1904","Berkeley","California","USA","09/14/1929","09/29/1929",,,,,,,"04/06/1987","Sparks","Nevada","USA",L,R,"5-09",150,"Mountain View Cemetery","Reno","Nevada","USA","Cremated",,,,NOT
morsh101,Morse,"Peter Raymond","Hap","12/06/1886","St. Paul","Minnesota","USA","04/18/1911","04/23/1911",,,,,,,"06/19/1974","St. Paul","Minnesota","USA",R,R,"5-08",160,"Forest Lawn Memorial Park","St. Paul","Minnesota","USA","Mausoleum Corridor H",,,,NOT
morsm001,Morse,"Michael John","Michael","03/22/1982","Fort Lauderdale","Florida","USA","05/31/2005","05/29/2017",,,,,,,,,,,R,R,"6-04",220,,,,,,,,,NOT
mortb101,Morton,"Wycliffe Nathaniel","Bubba","12/13/1931","Washington","D.C.","USA","04/19/1961","09/28/1969",,,,,,,"01/14/2006","Seattle","Washington","USA",R,R,"5-10",175,"Buried at Sea",,,,,,,,NOT
mortc001,Morton,"Kristopher Colt","Colt","04/10/1982","Fort Lauderdale","Florida","USA","09/21/2007","05/08/2008",,,,,,,,,,,R,R,"6-05",230,,,,,,,,,NOT
mortc002,Morton,"Charles Alfred","Charlie","11/12/1983","Flemington","New Jersey","USA","06/14/2008","10/26/2021",,,,,,,,,,,R,R,"6-04",190,,,,,,,,,NOT
mortc003,Mortensen,"Clayton Grant","Clayton","04/10/1985","Rexburg","Idaho","USA","06/29/2009","06/10/2013",,,,,,,,,,,R,R,"6-04",180,,,,,,,,,NOT
mortc101,Morton,"Charles Hazen","Charlie","10/12/1854","Kingsville","Ohio","USA","05/02/1882","06/23/1885","05/01/1884","10/13/1890",,,"07/31/1884","06/21/1886","12/09/1921","Massillon","Ohio","USA",R,R,"5-09",150,"Glendale Cemetery","Akron","Ohio","USA",,,,,NOT
mortc102,Morton,"Carl Wendle","Carl","01/18/1944","Kansas City","Missouri","USA","04/11/1969","08/21/1976",,,,,,,"04/12/1983","Tulsa","Oklahoma","USA",R,R,"6-00",200,"Memorial Park Cemetery","Tulsa","Oklahoma","USA","Section 14, Lot 942, Space 4",,,,NOT
mortg101,Morton,"Guy, Sr.","Guy","06/01/1893","Vernon","Alabama","USA","06/20/1914","06/06/1924",,,,,,,"10/18/1934","Sheffield","Alabama","USA",R,R,"6-01",175,"Vernon City Cemetery","Vernon","Alabama","USA",,,,,NOT
mortk001,Morton,"Kevin Joseph","Kevin","08/03/1968","Norwalk","Connecticut","USA","07/05/1991","10/03/1991",,,,,,,,,,,R,L,"6-02",185,,,,,,,,,NOT
mortm101,Morton,"Guy, Jr.","Moose","11/04/1930","Tuscaloosa","Alabama","USA","09/17/1954","09/17/1954",,,,,,,"05/11/2014","Lorain","Ohio","USA",R,R,"6-02",200,"Maple Grove Cemetery","Vermilion","Ohio","USA",,,,,NOT
morts101,Morton,"William P.","Sparrow","08/07/1858","Philadelphia","Pennsylvania","USA","07/15/1884","07/26/1884",,,,,,,"07/18/1917","Norristown","Pennsylvania","USA",,L,,,"Philadelphia Memorial Park","Frazer","Pennsylvania","USA",,"William P. Moore",,,NOT
moryw101,Moryn,"Walter Joseph","Walt","04/12/1926","St. Paul","Minnesota","USA","06/29/1954","09/28/1961",,,,,,,"07/21/1996","Winfield","Illinois","USA",L,R,"6-02",205,"Assumption Cemetery","Wheaton","Illinois","USA",,,,,NOT
moscg001,Moscoso (Corredor),"Guillermo A.","Guillermo","11/14/1983","Maracay","Aragua","Venezuela","05/30/2009","09/29/2013",,,,,,,,,,,R,R,"6-01",165,,,,,,,,,NOT
moscj001,Moscot,"Jonathan Solomon","Jon","08/15/1991","Santa Monica","California","USA","06/05/2015","06/05/2016",,,,,,,,,,,R,R,"6-04",210,,,,,,,,,NOT
moscr101,Moschitto,"Rosaire Allen","Ross","02/15/1945","Fresno","California","USA","04/15/1965","09/25/1967",,,,,,,,,,,R,R,"6-02",175,,,,,,,,,NOT
mosea101,Moser,"Arnold Robert","Arnie","08/09/1915","Houston","Texas","USA","06/20/1937","07/03/1937",,,,,,,"08/15/2002","Houston","Texas","USA",R,R,"5-11",165,"Forest Park Westheimer Cemetery","Houston","Texas","USA",,,,,NOT
mosed001,Moseley,"Dustin Aaron","Dustin","12/26/1981","Texarkana","Texas","USA","07/17/2006","04/07/2012",,,,,,,,,,,R,R,"6-04",190,,,,,,,,,NOT
mosee101,Moseley,"Earl Victor","Earl","09/07/1887","Middleburg","Ohio","USA","06/17/1913","09/25/1916",,,,,,,"07/01/1963","Alliance","Ohio","USA",R,R,"5-09.5",168,"Alliance City Cemetery","Alliance","Ohio","USA",,,,,NOT
mosej001,Moses,"John William","John","08/09/1957","Los Angeles","California","USA","08/23/1982","10/04/1992",,,"04/04/2000","07/04/2007",,,,,,,B,L,"5-10",165,,,,,,,,,NOT
mosej101,Moses,"Gerald Braheen","Jerry","08/09/1946","Yazoo City","Mississippi","USA","05/09/1965","08/09/1975",,,,,,,"03/27/2018","Haverhill","Massachusetts","USA",R,R,"6-03",210,,,,,,,,,NOT
mosel001,Moseby,"Lloyd Anthony","Lloyd","11/05/1959","Portland","Arkansas","USA","05/24/1980","10/06/1991",,,"04/06/1999","10/03/1999",,,,,,,L,R,"6-03",200,,,,,,,,,NOT
moser001,Mosebach,"Robert Jonathan","Robert","09/14/1984","West Palm Beach","Florida","USA","07/25/2009","07/29/2009",,,,,,,,,,,R,R,"6-04",195,,,,,,,,,NOT
mosew101,Moses,"Wallace","Wally","10/08/1910","Uvalda","Georgia","USA","04/17/1935","09/30/1951",,,"04/16/1952","10/01/1970",,,"10/10/1990","Vidalia","Georgia","USA",L,L,"5-10",160,"Pine Crest Cemetery","Vidalia","Georgia","USA",,,,,NOT
mosew102,Moser,"Walter Frederick","Walter","02/27/1881","Concord","North Carolina","USA","09/03/1906","09/09/1911",,,,,,,"12/10/1946","Philadelphia","Pennsylvania","USA",R,R,"5-09",170,"West Laurel Hill Cemetery","Bala Cynwyd","Pennsylvania","USA",,,,,NOT
moskd001,Moskos,"Daniel Ross","Daniel","04/28/1986","Greenville","South Carolina","USA","04/30/2011","09/28/2011",,,,,,,,,,,R,L,"6-01",210,,,,,,,,,NOT
moskd101,Moskiman,"William Bankhead","Doc","12/20/1878","Oakland","California","USA","08/23/1910","10/08/1910",,,,,,,"01/11/1953","San Leandro","California","USA",R,R,"6-00",170,"Holy Sepulchre Cemetery","Hayward","California","USA",,,,,NOT
moskp101,Moskau,"Paul Richard","Paul","12/20/1953","St. Joseph","Missouri","USA","06/21/1977","05/31/1983",,,,,,,,,,,R,R,"6-02",200,,,,,,,,,NOT
mosoj101,Mosolf,"James Frederick","Jim","08/21/1905","Puyallup","Washington","USA","09/09/1929","09/19/1933",,,,,,,"12/28/1979","Dallas","Oregon","USA",L,R,"5-10",186,"Woodbine Cemetery","Puyallup","Washington","USA",,,,,NOT
mosqj001,Mosquera,"Julio Alberto (Cervantes)","Julio","01/29/1972","Panama City","Panama","Panama","08/17/1996","06/08/2005",,,,,,,,,,,R,R,"6-00",185,,,,,,,,,NOT
mossb001,Moss,"Brandon Douglas","Brandon","09/16/1983","Monroe","Georgia","USA","08/06/2007","10/01/2017",,,,,,,,,,,L,R,"6-00",205,,,,,,,,,NOT
mossc101,Moss,"Charles Crosby","Charlie","03/20/1911","Meridian","Mississippi","USA","05/19/1934","09/16/1936",,,,,,,"10/09/1991","Meridian","Mississippi","USA",R,R,"5-10",160,"Magnolia Cemetery","Meridian","Mississippi","USA",,,,,NOT
mossd001,Moss,"Damian Joseph","Damian","11/24/1976","Darlinghurst","New South Wales","Australia","04/26/2001","04/29/2004",,,,,,,,,,,R,L,"6-00",187,,,,,,,,,NOT
mossd101,Mossi,"Donald Louis","Don","01/11/1929","St. Helena","California","USA","04/17/1954","10/01/1965",,,,,,,"07/19/2019","Nampa","Idaho","USA",L,L,"6-01",195,"Crematd",,,,"Ashes scattered in mountains of Idaho",,,,NOT
mosse101,Mossor,"Earl Dalton","Earl","07/21/1925","Forbus","Tennessee","USA","04/30/1951","05/16/1951",,,,,,,"12/29/1988","Batavia","Ohio","USA",L,R,"6-01",175,"Mount Moriah Cemetery","Withamsville","Ohio","USA",,,,,NOT
mossh101,Moss,"Howard Glenn","Howie","10/17/1918","Gastonia","North Carolina","USA","04/14/1942","09/29/1946",,,,,,,"05/07/1989","Baltimore","Maryland","USA",R,R,"5-11.5",185,"Dulaney Valley Memorial Gardens","Timonium","Maryland","USA",,,,,NOT
mossl101,Moss,"John Lester","Les","05/14/1925","Tulsa","Oklahoma","USA","09/10/1946","09/01/1958","7/12/1968","06/11/1979","04/12/1967","10/01/1989",,,"08/29/2012","Longwood","Florida","USA",R,R,"5-11",205,"Chapel Hill Cemetery","Orlando","Florida","USA",,,,,NOT
mossm101,Moss,"Charles Malcolm","Mal","04/18/1905","Sullivan","Indiana","USA","04/24/1930","08/13/1930",,,,,,,"02/06/1983","Savannah","Georgia","USA",R,L,"6-00",175,"Beaufort National Cemetery","Beaufort","South Carolina","USA",,,,,NOT
mossr101,Moss,"Raymond Earl","Ray","12/05/1901","Chattanooga","Tennessee","USA","04/17/1926","08/02/1931",,,,,,,"08/09/1998","Chattanooga","Tennessee","USA",R,R,"6-01",185,"Hamilton Memorial Gardens","Hixson","Tennessee","USA",,,,,NOT
mostj101,Mostil,"John Anthony","Johnny","06/01/1896","Chicago","Illinois","USA","06/20/1918","05/19/1929",,,,,,,"12/10/1970","Midlothian","Illinois","USA",R,R,"5-08.5",168,"Mount Mercy Cemetery","Gary","Indiana","USA",,,,,NOT
motaa001,Mota,"Andres Alberto (Matos)","Andy","03/04/1966","Santo Domingo","Distrito Nacional","Dominican Republic","08/31/1991","10/06/1991",,,,,,,,,,,R,R,"5-10",180,,,,,,,,,NOT
motad001,Mota,"Daniel Avila","Danny","10/09/1975","El Seibo","El Seibo","Dominican Republic","09/15/2000","10/01/2000",,,,,,,,,,,R,R,"6-00",180,,,,,,,,,NOT
motag001,Mota,"Guillermo","Guillermo","07/25/1973","San Pedro de Macoris","Macoris","Dominican Republic","05/02/1999","10/18/2012",,,,,,,,,,,R,R,"6-06",200,,,,,,,,,NOT
motaj001,Mota,"Jose Manuel (Matos)","Jose","03/16/1965","Santo Domingo","Distrito Nacional","Dominican Republic","05/24/1991","06/02/1995",,,,,,,,,,,B,R,"5-09",155,,,,,,,,,NOT
motam101,Mota,"Manuel Rafael (Geronimo)","Manny","02/18/1938","Santo Domingo","Distrito Nacional","Dominican Republic","04/16/1962","09/01/1982",,,"04/10/1980","10/03/2012",,,,,,,R,R,"5-10",160,,,,,,,,,NOT
motld001,Motley,"Darryl DeWayne","Darryl","01/21/1960","Muskogee","Oklahoma","USA","08/10/1981","05/17/1987",,,,,,,,,,,R,R,"5-09",196,,,,,,,,,NOT
mottb101,Mott,"Elisha Matthew","Bitsy","06/12/1918","Arcadia","Florida","USA","04/17/1945","09/30/1945",,,,,,,"02/25/2001","Brandon","Florida","USA",R,R,"5-08",155,,,,,,,,,NOT
mottc001,Mottola,"Charles Edward","Chad","10/15/1971","Augusta","Georgia","USA","04/23/1996","07/26/2006",,,"04/02/2013","11/03/2021",,,,,,,R,R,"6-03",220,,,,,,,,,NOT
mottc101,Motton,"Curtell Howard","Curt","09/24/1940","Darnell","Louisiana","USA","07/05/1967","10/06/1974",,,"04/03/1989","10/06/1991",,,"01/21/2010","Parkton","Maryland","USA",R,R,"5-08",164,"Druid Ridge Cemetery","Pikesville","Maryland","USA",,,,,NOT
mottj001,Motte,"Jason Louis","Jason","06/22/1982","Port Huron","Michigan","USA","09/03/2008","10/01/2017",,,,,,,,,,,R,R,"6-00",195,,,,,,,,,NOT
mottt001,Motter,"Taylor Davis","Taylor","09/18/1989","West Palm Beach","Florida","USA","05/16/2016","09/06/2021",,,,,,,,,,,R,R,"6-01",195,,,,,,,,,NOT
motzf101,Motz,"Frank H.","Frank","10/01/1869","Freeburg","Pennsylvania","USA","08/27/1890","05/19/1894",,,,,,,"03/18/1944","Akron","Ohio","USA",,,"6-00",160,"Rose Hill Burial Park","Fairlawn","Ohio","USA",,,,,NOT
moula101,Moulton,"Albert Theodore","Allie","01/16/1886","Medway","Massachusetts","USA","09/25/1911","09/30/1911",,,,,,,"07/10/1968","Peabody","Massachusetts","USA",R,R,"5-06",155,"Pine Grove Cemetery","Warner","New Hampshire","USA",,,,,NOT
moulg101,Moulder,"Glen Hubert","Glen","09/28/1917","Cleveland","Oklahoma","USA","04/28/1946","09/18/1948",,,,,,,"11/27/1994","Decatur","Georgia","USA",R,R,"6-00",180,"Body donated to medical science",,,,,,,,NOT
mounb101,Mountjoy,"William Henry","Bill","12/11/1858","London","Ontario","Canada","09/29/1883","08/18/1885",,,,,,,"05/19/1894","London","Ontario","Canada",L,R,"5-06",150,"Mount Pleasant Cemetery","London","Ontario","Canada",,,,,NOT
mounf101,Mountain,"Frank Henry","Frank","05/17/1860","Fort Edward","New York","USA","07/19/1880","08/17/1886",,,,,"09/14/1884","09/22/1884","11/19/1939","Schenectady","New York","USA",R,R,"5-11",185,"Most Holy Redeemer Cemetery","Schenectady","New York","USA",,,,,NOT
mounr001,Mountcastle,"Ryan Lee","Ryan","02/18/1997","Winter Springs","Florida","USA","08/21/2020","10/03/2021",,,,,,,,,,,R,R,"6-03",210,,,,,,,,,
mount001,Mounce,"Anthony David","Tony","02/08/1975","Sacramento","California","USA","06/13/2003","09/22/2003",,,,,,,,,,,L,L,"6-02",170,,,,,,,,,NOT
mousm001,Moustakas,"Michael Christopher","Mike","09/11/1988","Los Angeles","California","USA","06/10/2011","09/20/2021",,,,,,,,,,,L,R,"5-11",230,,,,,,,,,NOT
moutj001,Mouton,"James Raleigh","James","12/29/1968","Denver","Colorado","USA","04/04/1994","10/07/2001",,,,,,,,,,,R,R,"5-09",175,,,,,,,,,NOT
moutl001,Mouton,"Lyle Joseph","Lyle","05/13/1969","Lafayette","Louisiana","USA","06/07/1995","05/19/2001",,,,,,,,,,,R,R,"6-04",240,,,,,,,,,NOT
mower101,Mowe,"Raymond Benjamin","Ray","07/12/1889","Rochester","Indiana","USA","09/25/1913","10/03/1913",,,,,,,"08/14/1968","Sarasota","Florida","USA",L,R,"5-07.5",160,"Cremated",,,,,,,,NOT
mowrj101,Mowry,"Joseph Aloysius","Joe","04/06/1908","St. Louis","Missouri","USA","05/13/1933","09/29/1935",,,,,,,"02/09/1994","St. Louis","Missouri","USA",B,R,"6-00",198,"Sunset Memorial Park","Affton","Missouri","USA",,,,,NOT
mowrm101,Mowrey,"Harry Harlan","Mike","03/24/1884","Brown's Mill","Pennsylvania","USA","09/24/1905","08/13/1917",,,,,,,"03/20/1947","Chambersburg","Pennsylvania","USA",R,R,"5-10",180,"Lincoln Cemetery","Chambersburg","Pennsylvania","USA",,,,,NOT
moyag001,Moya,"Gabriel Jose","Gabriel","01/09/1995","Cabimas","Zulia","Venezuela","09/12/2017","09/29/2018",,,,,,,,,,,L,L,"6-00",175,,,,,,,,,NOT
moyas001,Moya,"Steven","Steven","08/09/1991","Rio Piedras",,"Puerto Rico","09/01/2014","10/01/2016",,,,,,,,,,,L,R,"6-06",230,,,,,,,,,NOT
moyee101,Moyer,"Charles Edward","Ed","08/15/1885","Andover","Ohio","USA","07/20/1910","10/04/1910",,,,,,,"11/18/1962","Jacksonville","Florida","USA",,R,,,"Cremated",,,,,,,,NOT
moyej001,Moyer,"Jamie","Jamie","11/18/1962","Sellersville","Pennsylvania","USA","06/16/1986","05/27/2012",,,,,,,,,,,L,L,"6-00",170,,,,,,,,,NOT
moylp001,Moylan,"Peter Michael","Peter","12/02/1978","Attadale","Western Australia","Australia","04/12/2006","07/28/2018",,,,,,,,,,,R,R,"6-02",200,,,,,,,,,NOT
moynm101,Moynahan,"Michael","Mike","1856","Chicago","Illinois","USA","08/20/1880","06/21/1884",,,,,,,"04/09/1899","Chicago","Illinois","USA",L,R,"5-09",165,"Mount Olivet Cemetery","Chicago","Illinois","USA",,,,,NOT
mrozr101,Mrozinski,"Ronald Frank","Ron","09/16/1930","White Haven","Pennsylvania","USA","06/20/1954","09/09/1955",,,,,,,"10/19/2005","Washington","New Jersey","USA",R,L,"5-11",160,"Cremated",,,,"Ashes retained by family",,,,NOT
mudrp101,Mudrock,"Philip Ray","Phil","01/12/1937","Louisville","Colorado","USA","04/19/1963","04/19/1963",,,,,,,,,,,R,R,"6-01",190,,,,,,,,,NOT
muelb001,Mueller,"William Richard","Bill","03/17/1971","Maryland Heights","Missouri","USA","04/18/1996","05/11/2006",,,"06/14/2007","10/01/2017",,,,,,,B,R,"5-11",175,,,,,,,,,NOT
muelb101,Mueller,"William Lawrence","Bill","11/09/1920","Bay City","Michigan","USA","08/29/1942","09/25/1945",,,,,,,"10/24/2001","Glenview","Illinois","USA",R,R,"6-01.5",180,"Memorial Park Cemetery","Skokie","Illinois","USA",,,,,NOT
mueld101,Mueller,"Donald Frederick","Don","04/14/1927","St. Louis","Missouri","USA","08/02/1948","05/02/1959",,,,,,,"12/28/2011","Chesterfield","Missouri","USA",L,R,"6-00",185,"St. Mary Cemetery","Hazelwood","Missouri","USA",,,,,NOT
muelg101,Mueller,"Joseph Gordon","Gordie","12/10/1922","Baltimore","Maryland","USA","04/19/1950","07/21/1950",,,,,,,"09/07/2006","Timonium","Maryland","USA",R,R,"6-04",200,"Dulaney Valley Memorial Gardens","Timonium","Maryland","USA",,,,,NOT
muelh101,Mueller,"Emmett Jerome","Heinie","07/20/1912","St. Louis","Missouri","USA","04/19/1938","09/28/1941",,,,,,,"10/03/1986","Orlando","Florida","USA",B,R,"5-06",167,"Woodlawn Memorial Park","Gotha","Florida","USA",,,,,NOT
muelh102,Mueller,"Clarence Francis","Heinie","09/16/1899","St. Louis","Missouri","USA","09/25/1920","06/23/1935",,,,,,,"01/23/1975","De Soto","Missouri","USA",L,L,"5-08",158,"Park Lawn Cemetery","St. Louis","Missouri","USA",,,,,NOT
muell101,Mueller,"Leslie Clyde","Les","03/04/1919","Belleville","Illinois","USA","08/15/1941","10/03/1945",,,,,,,"10/25/2012","Belleville","Illinois","USA",R,R,"6-03",190,"Walnut Hill Cemetery","Belleville","Illinois","USA",,,,,NOT
muelr101,Mueller,"Ray Coleman","Ray","03/08/1912","Pittsburg","Kansas","USA","05/11/1935","09/09/1951",,,"04/17/1956","09/29/1957",,,"06/29/1994","Lower Paxton Township","Pennsylvania","USA",R,R,"5-09",175,"Harrisburg Cemetery","Harrisburg","Pennsylvania","USA",,,,,NOT
muelw101,Mueller,"Willard Lawrence","Willie","08/30/1956","West Bend","Wisconsin","USA","08/12/1978","09/20/1981",,,,,,,,,,,R,R,"6-04",220,,,,,,,,,NOT
muelw102,Mueller,"Walter John","Walter","12/06/1894","Central","Missouri","USA","05/07/1922","09/25/1926",,,,,,,"08/16/1971","St. Louis","Missouri","USA",R,R,"5-08",160,"Mount Lebanon Cemetery","St. Ann","Missouri","USA",,,,,NOT
muffb101,Muffett,"Billy Arnold","Billy","09/21/1930","Hammond","Indiana","USA","08/03/1957","04/28/1962",,,"04/11/1967","08/11/1994",,,"06/15/2008","Monroe","Louisiana","USA",R,R,"6-01",198,"Mulhearn Memorial Park Cemetery","Monroe","Louisiana","USA",,,,,NOT
muicj101,Muich,"Ignatius Andrew","Joe","11/23/1903","St. Louis","Missouri","USA","09/04/1924","09/19/1924",,,,,,,"07/02/1993","St. Louis","Missouri","USA",R,R,"6-02",175,"St. Peter & Paul Cemetery","St. Louis","Missouri","USA",,,,,NOT
muirj101,Muir,"Joseph Allen","Joe","11/26/1922","Oriole","Maryland","USA","04/21/1951","06/27/1952",,,,,,,"06/25/1980","Baltimore","Maryland","USA",L,L,"6-01",172,"Oriole Cemetery","Oriole","Maryland","USA",,,,,NOT
mujie001,Mujica,"Edward Jose","Edward","05/10/1984","Valencia","Carabobo","Venezuela","06/21/2006","08/12/2017",,,,,,,,,,,R,R,"6-02",220,,,,,,,,,NOT
mujij001,Mujica,"Jose","Jose","06/29/1996","Valencia","Carabobo","Venezuela","09/08/2020","09/27/2020",,,,,,,,,,,R,R,"6-02",249,,,,,,,,,
mulch101,Mulcahy,"Hugh Noyes","Hugh","09/09/1913","Brighton","Massachusetts","USA","07/24/1935","05/08/1947",,,"04/07/1970","10/01/1970",,,"10/19/2001","Aliquippa","Pennsylvania","USA",R,R,"6-02",190,"Beaver Cemetery","Beaver","Pennsylvania","USA",,,,,NOT
muldm001,Mulder,"Mark Alan","Mark","08/05/1977","South Holland","Illinois","USA","04/18/2000","07/09/2008",,,,,,,,,,,L,L,"6-06",200,,,,,,,,,NOT
muldm101,Muldoon,"Michael D.","Mike","04/09/1858","Westmeath County",,"Ireland","05/01/1882","10/10/1886",,,,,,,,,,,,,"5-08",165,,,,,,,,,NOT
mulht001,Mulholland,"Terence John","Terry","03/09/1963","Uniontown","Pennsylvania","USA","06/08/1986","06/03/2006",,,,,,,,,,,R,L,"6-03",200,,,,,,,,,NOT
mullb101,Mullen,"William John","Billy","01/23/1896","St. Louis","Missouri","USA","10/02/1920","06/05/1928",,,,,,,"05/04/1971","St. Louis","Missouri","USA",R,R,"5-08",160,"Jefferson Barracks National Cemetery","St. Louis","Missouri","USA",,,,,NOT
mullc001,Mullee,"Conor Joseph","Conor","02/25/1988","Ashburn","Virginia","USA","05/16/2016","07/01/2016",,,,,,,,,,,R,R,"6-04",195,,,,,,,,,NOT
mullc002,Mullins,"Boyce Cedric","Cedric","10/01/1994","Greensboro","North Carolina","USA","08/10/2018","10/03/2021",,,,,,,,,,,B,L,"5-08",175,,,,,,,,,NOT
mullc101,Mullen,"Charles George","Charlie","03/15/1889","Seattle","Washington","USA","05/18/1910","09/30/1916",,,,,,,"06/06/1963","Seattle","Washington","USA",R,R,"5-10.5",155,"Evergreen-Washelli Cemetery","Seattle","Washington","USA",,,,,NOT
mulld101,Mulligan,"Richard Charles","Dick","03/18/1918","Swoyersville","Pennsylvania","USA","09/24/1941","05/04/1947",,,,,,,"12/15/1992","Victoria","Texas","USA",L,L,"6-00",167,"Resurrection Cemetery","Victoria","Texas","USA",,,,,NOT
mullf001,Mullins,"Francis Joseph","Fran","05/14/1957","Oakland","California","USA","09/01/1980","09/30/1986",,,,,,,,,,,R,R,"6-00",180,,,,,,,,,NOT
mullf101,Muller,"Frederick William","Freddie","12/21/1907","Newark","California","USA","07/08/1933","05/13/1934",,,,,,,"10/20/1976","Davis","California","USA",R,R,"5-10",170,"Cremated",,,,,,,,NOT
mullg001,Mullins,"Gregory Eugene","Greg","12/13/1971","Palatka","Florida","USA","09/18/1998","09/22/1998",,,,,,,,,,,L,L,"5-10",160,,,,,,,,,NOT
mullg101,Mulleavy,"Gregory Thomas","Greg","09/25/1905","Detroit","Michigan","USA","07/04/1930","04/13/1933",,,"04/15/1958","10/04/1964",,,"02/01/1980","Arcadia","California","USA",R,R,"5-09",167,"Queen of Heaven Cemetery","Rowland Heights","California","USA",,,,,NOT
mullg102,Mullin,"George Joseph","George","07/04/1880","Toledo","Ohio","USA","05/04/1902","05/23/1915",,,,,,,"01/07/1944","Wabash","Indiana","USA",R,R,"5-11",188,"Falls Cemetery","Wabash","Indiana","USA",,,,,NOT
